"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
3,19,139,"B08XC45ZPN",true,199,"INR",999,800,80.08,1118,4,"https://www.amazon.in/dp/B08XC45ZPN","4472.00",false,false,false,false,"Bildos Cotton Cloth 3 Layer Super Breathable Without Valve Women's Face Mask Reusable & Washable Designer (Multicolour) - ...","https://m.media-amazon.com/images/I/919w7A-cWkS._AC_UL400_.jpg"
3,20,140,"B0C37VW6ND",true,162,"INR",999,837,83.78,144,4.7,"https://www.amazon.in/dp/B0C37VW6ND","676.80",false,false,false,false,"Double Sided Tape for Fashion, Clothing and Body (50 Strip Pack) | All Day Strength Tape Adhesive and Gentle on Skin and F...","https://m.media-amazon.com/images/I/61WVn1XtSML._AC_UL400_.jpg"
3,21,141,"B08ZNNY1J3",true,1229,"INR",2699,1470,54.46,825,4.1,"https://www.amazon.in/dp/B08ZNNY1J3","3382.50",false,false,false,true,"Sponsored Ad - Real Basics Women's Cotton Animal Print Pajama Set Pack of 2","https://m.media-amazon.com/images/I/71k-6jXuR8L._AC_UL400_.jpg"
3,22,142,"B08N4WNKC4",true,499,"INR",2299,1800,78.29,2532,4,"https://www.amazon.in/dp/B08N4WNKC4","10128.00",false,false,true,true,"Sponsored Ad - Uptownie Lite Women's Maxi Jumpsuit","https://m.media-amazon.com/images/I/710g84vcfoL._AC_UL400_.jpg"
3,23,143,"B0B3MQ8ZRJ",true,749,"INR",2299,1550,67.42,10,3.8,"https://www.amazon.in/dp/B0B3MQ8ZRJ","38.00",false,false,false,true,"Sponsored Ad - Janasya Women's Dark Blue Cotton Floral Print Flared Kurta","https://m.media-amazon.com/images/I/81wZ2x1iZSL._AC_UL400_.jpg"
3,24,144,"B0BW4HZRF4",true,844,"INR",4499,3655,81.24,16,3.2,"https://www.amazon.in/dp/B0BW4HZRF4","51.20",false,false,false,true,"Sponsored Ad - Fashion SAY Women's Muslin Cotton Blend Embroidered Floral Digital Printed Straight Kurta with Pant & Dupat...","https://m.media-amazon.com/images/I/51NN8C1c1QL._AC_UL400_.jpg"
3,25,145,"B081VFLXKK",true,426,"INR",1680,1254,74.64,1623,4,"https://www.amazon.in/dp/B081VFLXKK","6492.00",false,false,false,false,"BLINKIN Stretchable Gym Pants for Women & Tights for Women Workout with Mesh Insert & Side Pockets (2670)","https://m.media-amazon.com/images/I/61kn0x3ACUL._AC_UL400_.jpg"
3,27,147,"B0BH1RMPGP",true,269,"INR",999,730,73.07,191,4.1,"https://www.amazon.in/dp/B0BH1RMPGP","783.10",false,false,false,false,"VRPRIME 100 Strips Body Tape for Women Boob Tape Fashion Double Sided Tape for Clothes Bra Fabric | Invisible & Gentle on ...","https://m.media-amazon.com/images/I/91BGdg-22QL._AC_UL400_.jpg"
3,28,148,"B0B69GVFGF",true,98,"INR",500,402,80.4,147,3.7,"https://www.amazon.in/dp/B0B69GVFGF","543.90",false,false,false,true,"FIMALIA 36 & 72 Pc Double Sided Tape for Clothes Bra Stickers One-off Body Skin Tape,Invisible Clear Bra Clothing Tape Str...","https://m.media-amazon.com/images/I/71vqVTHXebL._AC_UL400_.jpg"
3,29,149,"B0BHDZWZJ7",true,499,"INR",2299,1800,78.29,302,4,"https://www.amazon.in/dp/B0BHDZWZJ7","1208.00",false,false,false,true,"GRECIILOOKS Women's Cotton Lycra Tie-Dye Winter Wear Night Suit Set Night Dress,Full Pair Set | Tracksuit with Hoodie Swea...","https://m.media-amazon.com/images/I/61zeFBPoU8L._AC_UL400_.jpg"
3,30,150,"B0BSNCZKTB",false,169,"INR",0,0,0,91,4.4,"https://www.amazon.in/dp/B0BSNCZKTB","400.40",false,false,false,true,"AZRMOH double sided body fashion tape for women clothes, Double Sided transparent cloth sticking Skin Tape for women, Clot...","https://m.media-amazon.com/images/I/51asABorD6L._AC_UL400_.jpg"
3,31,151,"B07KN2JDVF",true,629,"INR",2499,1870,74.83,2021,3.9,"https://www.amazon.in/dp/B07KN2JDVF","7881.90",false,false,false,true,"UZARUS Women's Thermal Top and Lower Set","https://m.media-amazon.com/images/I/51iSP06BaQL._AC_UL400_.jpg"
3,32,152,"B08J3Z6Y8B",true,298,"INR",699,401,57.37,6301,4,"https://www.amazon.in/dp/B08J3Z6Y8B","25204.00",false,false,false,false,"DFR Reversible Cotton Reusable Cloth Mask With Adjustable Ear Loop (Multicolor Without Valve Pack of 5) For Women Men","https://m.media-amazon.com/images/I/71+EhSxLQPL._AC_UL400_.jpg"
3,33,153,"B0BFBSLK2H",true,859,"INR",1999,1140,57.03,15,3.4,"https://www.amazon.in/dp/B0BFBSLK2H","51.00",false,false,false,false,"ROYALICA Beautiful Black Sheer coord Set (top and Shirt) Korean Tops for Women","https://m.media-amazon.com/images/I/61+ahG7K6BL._AC_UL400_.jpg"
3,34,154,"B09B2BRGPQ",true,149,"INR",599,450,75.13,1681,4,"https://www.amazon.in/dp/B09B2BRGPQ","6724.00",false,false,false,false,"Boldfit Gym Headband for Men and Women - Sports Headband for Workout & Running, Breathable, Non-Slip & Quick Drying Head B...","https://m.media-amazon.com/images/I/71nBw7m1daL._AC_UL400_.jpg"
3,35,155,"B0B5NDGH5F",true,246,"INR",799,553,69.21,43,4,"https://www.amazon.in/dp/B0B5NDGH5F","172.00",false,false,false,false,"Mittal Enterprises Winter Thermal Toe Skin Color Wool Heavy Warm Ankle Length Women Socks (Pack of 2)","https://m.media-amazon.com/images/I/31VOTSQAVQL._AC_UL400_.jpg"
3,36,156,"B07TQ8QLKG",true,833,"INR",2199,1366,62.12,3389,3.9,"https://www.amazon.in/dp/B07TQ8QLKG","13217.10",false,false,false,true,"Amazon Brand - Symbol Women Sweatshirt","https://m.media-amazon.com/images/I/814CNiVsCVL._AC_UL400_.jpg"
3,37,157,"B0BRY3L8RK",true,599,"INR",1499,900,60.04,54,3.7,"https://www.amazon.in/dp/B0BRY3L8RK","199.80",false,false,false,true,"Preneum Women's Georgette Floral Print Maxi Dress","https://m.media-amazon.com/images/I/51dPLJo-fsL._AC_UL400_.jpg"
3,38,158,"B0BYJWFNS7",true,149,"INR",299,150,50.17,36,4.6,"https://www.amazon.in/dp/B0BYJWFNS7","165.60",false,false,false,false,"Double Sided Tape for Clothes Fashion Dressing Tape/Invisible Double-sided Body Tape, Clothing Bra Strip, Bikini Tape for ...","https://m.media-amazon.com/images/I/710gAHYl26L._AC_UL400_.jpg"
3,39,159,"B0BLK1F584",true,399,"INR",1599,1200,75.05,650,4,"https://www.amazon.in/dp/B0BLK1F584","2600.00",false,false,true,false,"Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...","https://m.media-amazon.com/images/I/71PgXiVK43L._AC_UL400_.jpg"
3,40,160,"B0BN41S1C5",true,199,"INR",849,650,76.56,324,3.2,"https://www.amazon.in/dp/B0BN41S1C5","1036.80",false,false,false,false,"Wedani Women's Casual Puff Sleeves V Neck Foral Top","https://m.media-amazon.com/images/I/91E5+C9J-TL._AC_UL400_.jpg"
3,42,162,"B0BRTWML1T",false,169,"INR",0,0,0,87,5,"https://www.amazon.in/dp/B0BRTWML1T","435.00",false,false,false,true,"CURISSA Double Sided Tape for Clothes Fashion Dressing Tape/Invisible Double-sided Body Tape, Clothing Bra Strip, Bikini T...","https://m.media-amazon.com/images/I/51VYKdv8nkL._AC_UL400_.jpg"
3,43,163,"B09NNG9WJW",true,1199,"INR",2399,1200,50.02,87,3.9,"https://www.amazon.in/dp/B09NNG9WJW","339.30",false,false,false,false,"Mumkey Womens Cotton Striped Maternity Midi Dress with Front Zip for Nursing","https://m.media-amazon.com/images/I/61td4ohFl6L._AC_UL400_.jpg"
3,44,164,"B09991XNPR",true,579,"INR",1299,720,55.43,177,4.1,"https://www.amazon.in/dp/B09991XNPR","725.70",false,false,false,true,"Alan Jones Clothing Women's Slim Fit Poly Cotton Track Pant","https://m.media-amazon.com/images/I/61wbPJipauL._AC_UL400_.jpg"
3,45,165,"B07RD5S6V2",true,499,"INR",1299,800,61.59,2501,4,"https://www.amazon.in/dp/B07RD5S6V2","10004.00",false,false,false,true,"Alan Jones Clothing Women's Slim Fit Poly Cotton Track Pants","https://m.media-amazon.com/images/I/61OGCMSdZUL._AC_UL400_.jpg"
3,46,166,"B07SXRCPZ6",true,378,"INR",1680,1302,77.5,2703,4.1,"https://www.amazon.in/dp/B07SXRCPZ6","11082.30",false,false,true,false,"BLINKIN Gym wear Mesh Leggings Workout Pants with Side Pockets/Stretchable Tights/Highwaist Sports Fitness Yoga Track Pant...","https://m.media-amazon.com/images/I/61OZ2jbO7pL._AC_UL400_.jpg"
3,47,167,"B0B56DHMGD",true,599,"INR",999,400,40.04,29,3.6,"https://www.amazon.in/dp/B0B56DHMGD","104.40",false,false,false,true,"Whitewhale Mens Women Cotton Stripe Aladdin Loose Baggy Boho Hippie Harem Pants","https://m.media-amazon.com/images/I/61hGBT022ML._AC_UL400_.jpg"
3,48,168,"B0BFRFM9X3",true,659,"INR",1699,1040,61.21,364,3.8,"https://www.amazon.in/dp/B0BFRFM9X3","1383.20",false,false,false,true,"Dhruvi Women's Printed Rayon Anarkali Maternity Dress with Zippers","https://m.media-amazon.com/images/I/61vpsVLlBgL._AC_UL400_.jpg"
3,49,169,"B0BRJRNPLL",true,289,"INR",999,710,71.07,72,3.5,"https://www.amazon.in/dp/B0BRJRNPLL","252.00",false,false,false,false,"Lappen Fashion Women T-Shirt","https://m.media-amazon.com/images/I/51cAZE2TZZL._AC_UL400_.jpg"
3,50,170,"B0C3BNPNHD",true,85,"INR",499,414,82.97,6,4.3,"https://www.amazon.in/dp/B0C3BNPNHD","25.80",false,false,false,false,"Fearless Double Sided Tape for Fashion, Clothing and Body - 50 Strips | All Day Strength Adhesive Tape | Gentle on Skin an...","https://m.media-amazon.com/images/I/61npY5hQizS._AC_UL400_.jpg"
3,51,171,"B08FRZ7RGL",true,629,"INR",1099,470,42.77,598,4,"https://www.amazon.in/dp/B08FRZ7RGL","2392.00",false,false,false,true,"Amazon Brand - Inkast Denim Co. Women's Regular Track Pants","https://m.media-amazon.com/images/I/71GWUtxn-+L._AC_UL400_.jpg"
3,52,172,"B017USH7MI",false,523,"INR",0,0,0,541,4.1,"https://www.amazon.in/dp/B017USH7MI","2218.10",false,false,false,false,"Lux Inferno Women's Cotton Thermal Top","https://m.media-amazon.com/images/I/91-6EHUqIXL._AC_UL400_.jpg"
3,53,173,"B09X48NGY1",true,419,"INR",1200,781,65.08,159,3.7,"https://www.amazon.in/dp/B09X48NGY1","588.30",false,false,false,true,"SIGHTBOMB Women's Cotton Blend Round Neck Cardigans","https://m.media-amazon.com/images/I/71z6VKqWQ1L._AC_UL400_.jpg"
3,54,174,"B08439SXSY",true,299,"INR",699,400,57.22,129,3.8,"https://www.amazon.in/dp/B08439SXSY","490.20",false,false,false,false,"GLAMORAS Women’s Double Sided Fashion Tape for Bra/Lingerie/Dresses/Clothing Tape for Skin with Dispenser (5m/16.4Ft/Roll)","https://m.media-amazon.com/images/I/71DheZrvgTL._AC_UL400_.jpg"
3,55,175,"B08D3VL1C6",true,244,"INR",447,203,45.41,9547,4.4,"https://www.amazon.in/dp/B08D3VL1C6","42006.80",false,false,false,false,"MASQ By Q-One Blossom Reusable, Washable, Anti-Bacterial (BFE>99%) 4 Layer Embroidered, Fashionable Cotton Cloth Face Mask...","https://m.media-amazon.com/images/I/31DOH0hZSpL._AC_UL400_.jpg"
3,56,176,"B09X5QVPZ1",true,469,"INR",999,530,53.05,23,4.1,"https://www.amazon.in/dp/B09X5QVPZ1","94.30",false,false,false,false,"Aston Andia 4m Waist Trainer for Women Under Clothes Waist Wrap Invisible Tummy Wraps for Stomach Free Size Black","https://m.media-amazon.com/images/I/514eTB5cfUL._AC_UL400_.jpg"
3,57,177,"B0BW949WQN",true,569,"INR",1998,1429,71.52,77,4.1,"https://www.amazon.in/dp/B0BW949WQN","315.70",false,false,false,true,"Sponsored Ad - Hangout Hub Women's Cotton Regular Fit Floral Print Light Green Color Night Suit Set of Front Buttom Shirt...","https://m.media-amazon.com/images/I/51eSq6NZIRL._AC_UL400_.jpg"
3,58,178,"B07MYZHL82",true,427,"INR",799,372,46.56,657,4,"https://www.amazon.in/dp/B07MYZHL82","2628.00",false,false,false,false,"Sponsored Ad - The Headscarves Women's Viscose Sleep Cap","https://m.media-amazon.com/images/I/71osUEgV58L._AC_UL400_.jpg"
3,59,179,"B0B5GV7Z5M",true,644,"INR",799,155,19.4,18,3.5,"https://www.amazon.in/dp/B0B5GV7Z5M","63.00",false,false,false,false,"Sponsored Ad - Ellixy Women's Cotton Blend Thermal 3/4th Sleeves Top and Trouser/Female Thermal/Ladies Thermal Set (Pack o...","https://m.media-amazon.com/images/I/61paJJ+EymL._AC_UL400_.jpg"
3,60,180,"B07931P114",true,331,"INR",1080,749,69.35,4279,4,"https://www.amazon.in/dp/B07931P114","17116.00",false,false,false,false,"Sponsored Ad - BLINKIN Women's Skinny Fit Trackpants","https://m.media-amazon.com/images/I/61aCpDyJp0L._AC_UL400_.jpg"
